FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1532,"毀","break",2018-02-28 20:39:09,2018-11-15,8,3,7
1533,"興","entertain",2018-02-02 19:26:19,2018-09-23,8,1,6
1534,"酉","sign of the bird",2017-12-01 19:42:18,2017-12-01,1,2,4
1535,"酒","sake",2018-03-17 05:38:02,2019-03-18,8,0,7
1536,"酌","bartending",2018-05-21 04:05:12,2019-02-01,8,1,6
1537,"酎","hooch",2018-02-21 20:58:50,2018-11-21,8,1,6
1538,"酵","fermentation",2018-05-23 07:11:46,2018-05-23,1,3,6
1539,"酷","cruel",2018-02-01 20:54:07,2018-02-01,1,3,5
1540,"酬","repay",2018-05-25 16:55:46,2018-05-25,1,2,7
1541,"酪","dairy products",2018-05-21 03:40:50,2019-05-27,8,3,8
1542,"酢","vinegar",2018-03-29 17:22:59,2018-03-29,1,2,5
1543,"酔","drunk",2018-01-29 16:46:58,2018-01-29,1,1,6
1544,"配","distribute",2018-02-08 17:39:21,2018-02-08,1,3,5
1545,"酸","acid",2018-07-06 06:06:21,2019-03-03,8,4,12
1546,"猶","waver",2018-05-23 07:11:48,2018-05-23,1,6,9
1547,"尊","revered",2018-05-20 04:31:38,2019-01-18,8,5,8
1548,"豆","beans",2018-02-28 20:35:33,2018-10-31,8,1,6
1549,"頭","head",2018-03-17 06:36:43,2018-03-17,1,2,5
1550,"短","short",2018-01-29 17:00:59,2018-09-22,8,2,6
1551,"豊","bountiful",2018-03-17 05:38:02,2018-11-16,8,1,7
1552,"鼓","drum",2018-05-22 00:16:22,2018-05-22,1,5,5
1553,"喜","rejoice",2018-01-11 20:58:46,2018-01-11,1,4,5
1554,"樹","timber-trees(not fell)",2018-05-20 03:31:53,2018-05-20,1,4,8
1555,"皿","dish",2018-05-28 05:41:00,2019-06-17,8,1,6
1556,"血","blood",2018-05-28 05:26:44,2019-05-23,8,1,6
1557,"盆","basin",2018-03-29 17:22:59,2018-03-29,1,7,6
1558,"盟","alliance",2017-11-24 18:17:30,2017-11-24,1,4,4
1559,"盗","steal",2018-02-23 19:41:26,2018-07-07,7,1,6
1560,"温","(hand) warm",2018-05-25 16:55:46,2019-05-29,8,4,9
1561,"蓋","lid",2018-01-18 20:47:33,2018-01-18,1,8,7
1562,"監","oversee",2018-03-17 05:38:02,2018-12-07,8,2,7
1563,"濫","overflow",2018-05-20 01:35:35,2018-05-20,1,5,6
1564,"鑑","specimen",2018-02-05 00:43:43,2018-09-29,8,1,6
1565,"藍","indigo",2018-02-06 17:50:06,2018-11-05,8,1,6
1566,"猛","fierce",2018-01-26 18:49:39,2018-01-26,1,4,5
1567,"盛","boom",2018-02-15 19:37:53,2018-02-15,1,5,5
1568,"塩","salt",2018-06-05 00:32:18,2019-03-13,8,3,7
1569,"銀","silver",2018-07-04 17:54:15,2019-04-13,8,3,7
1570,"恨","resentment",2018-02-22 19:13:47,2018-07-08,7,2,8
1571,"根","root",2018-05-25 05:10:40,2018-05-25,1,3,7
1572,"即","instant",2018-05-28 05:41:00,2019-02-19,8,2,8
1573,"爵","baron",2018-01-12 19:34:25,2018-01-12,1,5,8
1574,"節","node",2018-01-29 17:02:17,2018-01-29,1,1,6
1575,"退","retreat",2018-03-29 17:22:59,2018-03-29,1,1,6
1576,"限","limit",2018-02-21 20:54:15,2018-07-09,7,2,8
1577,"眼","eyeball",2018-02-06 17:57:27,2018-02-06,1,3,6
1578,"良","good",2018-05-25 05:10:40,2018-05-25,1,3,6
1579,"朗","melodious",2018-03-17 05:38:03,2018-03-17,1,6,8
1580,"浪","wandering/ronin",2018-05-21 03:40:50,2018-05-21,1,2,7
1581,"娘","daughter/むすめ",2018-06-22 09:23:41,2018-08-07,5,1,9
1582,"食","eat",2018-05-25 05:10:41,2019-06-06,8,0,7
1583,"飯","meal",2018-05-25 05:10:41,2019-06-30,8,0,7
1584,"飲","drink",2018-03-17 05:38:03,2018-12-21,8,0,7
1585,"飢","hungry",2018-07-06 06:06:21,2019-03-02,8,3,8
1586,"餓","starve",2017-11-14 20:40:13,2017-11-14,1,1,5
1587,"飾","decorate",2018-06-22 09:23:41,2018-07-17,5,4,11
1588,"餌","feed",2018-05-21 03:40:50,2018-05-21,1,1,6
1589,"館","Bldg.",2018-01-11 20:58:46,2018-01-11,1,5,7
1590,"餅","mochi",2018-05-20 04:36:44,2019-06-27,8,0,7
1591,"養","foster",2018-05-21 03:48:35,2019-03-01,8,1,8
1592,"飽","sated",2017-11-30 17:54:08,2017-11-30,1,1,5
1593,"既","previously",2018-02-28 20:35:33,2018-10-16,8,1,8
1594,"概","outline",2018-05-22 00:16:23,2018-05-22,1,1,6
1595,"慨","rue",2018-02-12 20:56:04,2018-10-22,8,0,7
1596,"平","even",2018-06-11 06:51:43,2018-07-12,5,2,10
1597,"呼","call",2018-02-23 19:15:16,2018-10-17,8,1,6
1598,"坪","two-mat area",2018-05-21 04:42:09,2018-05-21,1,2,6
1599,"評","evaluate",2018-05-25 16:55:46,2018-07-20,6,8,15
1600,"刈","reap",2018-05-21 04:42:09,2018-05-21,1,4,8
1601,"刹","moment",2018-05-25 05:10:39,2018-09-11,7,2,11
1602,"希","hope",2018-05-21 03:25:15,2018-07-27,6,5,11
1603,"凶","villain/bad luck",2018-05-29 02:56:23,2019-06-11,8,0,7
1604,"胸","bosom/むね",2018-05-25 05:10:41,2018-08-14,6,3,10
1605,"離","detach",2018-02-13 19:52:35,2018-10-05,8,1,6
1606,"璃","crystal",2018-05-21 03:40:50,2019-01-10,8,1,8
1607,"殺","kill",2018-05-21 04:42:09,2018-08-11,6,2,9
1608,"爽","fresh/invigorating",2018-05-28 05:41:00,2019-01-13,8,0,7
1609,"純","genuine",2018-05-30 01:04:17,2019-02-07,8,2,12
1610,"頓","immediately",2018-05-23 07:11:37,2018-05-23,1,5,7
1611,"鈍","dull",2018-02-26 20:52:06,2018-11-26,8,0,7
1612,"辛","spicy",2018-02-26 20:35:37,2018-11-05,8,0,7
1613,"辞","resign",2018-02-12 20:56:04,2018-07-04,7,3,7
1614,"梓","catalpa/pepper tree",2018-05-20 02:55:18,2018-09-13,7,1,7
1615,"宰","superintend",2018-05-25 05:10:40,2018-05-25,1,2,7
1616,"壁","wall",2018-05-20 03:31:53,2018-05-20,1,2,6
1617,"璧","holed gem",2018-01-10 20:54:16,2018-01-10,1,4,5
1618,"避","evade(not elude)",2018-06-20 20:23:49,2019-03-19,8,6,11
1619,"新","new/(あたら)しい",2018-06-15 23:40:45,2018-07-17,5,1,9
1620,"薪","firewood",2018-02-27 20:16:36,2018-10-19,8,1,6
1621,"親","parent",2018-05-20 02:27:50,2019-05-24,8,0,7
1622,"幸","happiness",2018-05-22 00:53:38,2019-05-27,8,0,7
1623,"執","tenacious",2018-05-22 00:16:22,2018-05-22,1,4,8
1624,"摯","earnestness",2018-02-16 16:44:55,2018-10-15,8,0,7
1625,"報","news report",2018-02-26 20:08:37,2018-10-30,8,1,8
1626,"叫","& shout",2018-02-13 04:03:24,2018-11-08,8,0,7
1627,"糾","twist &",2018-06-16 11:54:13,2018-07-12,5,1,9
1628,"収","income",2018-04-13 19:56:33,2018-04-13,1,2,7
1629,"卑","lowly",2018-06-02 04:26:17,2019-03-01,8,1,8
1630,"碑","monument",2018-05-22 00:53:38,2019-02-22,8,2,9
1631,"陸","land",2018-02-12 20:40:02,2018-02-12,1,4,7
1632,"睦","intimate",2018-03-17 05:38:02,2018-03-17,1,2,7
1633,"勢","forces",2018-01-29 17:00:59,2018-11-01,8,1,7
1634,"熱","tactile heat",2018-05-21 03:25:15,2018-05-21,1,2,7
1635,"菱","diamond",2018-05-20 03:31:53,2018-05-20,1,2,6
1636,"陵","Emperor's tomb",2018-01-11 17:54:40,2018-01-11,1,5,7
1637,"亥","sign of the hog",2018-02-23 19:15:16,2018-11-08,8,0,7
1638,"核","nucleus",2018-05-28 05:26:44,2019-05-22,8,2,9
1639,"刻","engrave",2018-02-02 19:28:32,2018-11-11,8,1,7
1640,"該","above-stated",2018-03-17 05:38:01,2018-11-18,8,0,7
1641,"骸","remains",2018-01-11 20:50:00,2018-01-11,1,3,8
1642,"劾","impeachment",2018-03-17 05:38:02,2018-03-17,1,2,6
1643,"述","mention",2017-12-01 19:25:49,2017-12-01,1,3,6
1644,"術","art",2018-03-17 05:38:01,2018-11-02,8,0,7
1645,"寒","ambient cold",2018-03-17 05:38:01,2018-12-13,8,0,7
1646,"塞","block up",2018-05-23 07:11:37,2018-05-23,1,5,8
1647,"醸","brew",2018-02-06 17:50:06,2018-09-23,8,1,7
1648,"譲","hand over",2018-05-23 07:11:37,2019-01-30,8,1,8
1649,"壌","lot",2018-02-28 20:35:33,2018-12-04,8,0,7
1650,"嬢","lass",2018-02-12 20:42:45,2018-10-19,8,0,7
1651,"毒","poison",2018-05-21 04:05:12,2019-01-14,8,1,8
1652,"素","elementary/element",2018-05-29 02:21:30,2019-06-27,8,2,8
1653,"麦","barley",2018-02-23 19:34:24,2018-07-01,7,1,7
1654,"青","blue",2018-05-20 03:51:14,2019-06-11,8,0,7
1655,"精","spirit/vitality/semen",2017-12-01 19:36:35,2017-12-01,1,2,6
1656,"請","solicit",2018-05-25 16:55:47,2018-07-31,6,1,10
1657,"情","feelings",2018-03-29 17:22:59,2018-03-29,1,2,5
1658,"晴","clear up",2017-12-12 14:57:48,2017-12-12,1,2,5
1659,"清","pure",2017-12-13 17:44:51,2017-12-13,1,2,5
1660,"静","quiet/しず.か",2018-11-26 01:18:50,2018-11-26,1,10,7
1661,"責","blame",2018-05-20 04:36:44,2018-05-20,1,2,5
1662,"績","exploits",2018-05-23 07:11:46,2018-07-08,5,1,9
1663,"積","(metric) volume",2018-06-11 06:51:43,2018-06-11,1,3,8
1664,"債","bond",2018-01-11 20:27:08,2018-01-11,1,3,6
1665,"漬","pickling",2018-05-22 00:53:38,2018-05-22,1,1,6
1666,"表","surface",2018-06-20 21:12:00,2018-07-13,5,1,9
1667,"俵","straw barrel",2018-05-22 00:16:22,2018-05-22,1,3,8
1668,"潔","undefiled",2018-05-22 00:53:38,2018-05-22,1,3,6
1669,"契","pledge",2018-01-23 17:17:03,2018-01-23,1,3,7
1670,"喫","consume(food,drink,smoke)",2018-12-04 10:52:01,2018-12-06,2,4,9
1671,"害","harm",2018-05-31 04:45:17,2019-01-22,8,2,9
1672,"轄","control",2017-12-11 19:27:54,2017-12-11,1,3,7
1673,"割","proportion",2018-05-22 00:39:17,2018-05-22,1,4,6
1674,"憲","constitution(not article)",2018-06-11 07:36:40,2018-07-13,5,9,12
1675,"生","life",2018-05-21 03:48:35,2019-06-15,8,0,7
1676,"星","star",2018-05-22 00:53:38,2019-05-20,8,0,7
1677,"醒","awakening",2018-01-10 20:54:16,2018-01-10,1,3,5
1678,"姓","surname",2018-02-13 19:52:35,2018-10-08,8,2,6
1679,"性","sex",2018-03-17 05:38:02,2019-05-02,8,1,8
1680,"牲","animal sacrifice",2018-05-21 04:50:20,2018-05-21,1,2,7
1681,"産","products",2018-05-22 00:39:17,2018-05-22,1,3,7
1682,"隆","hump",2017-11-07 14:23:14,2017-11-07,1,1,5
1683,"峰","summit/みね",2018-05-20 02:27:50,2019-06-15,8,0,7
1684,"蜂","bee",2018-05-21 03:40:50,2018-05-21,1,1,6
1685,"縫","sew",2018-05-22 00:39:17,2018-05-22,1,5,10
1686,"拝","worship",2018-05-20 03:51:14,2018-05-20,1,3,6
1687,"寿","longevity",2018-02-06 17:50:06,2018-11-06,8,1,6
1688,"鋳","casting (metal)",2018-01-13 04:25:23,2018-01-13,1,3,5
1689,"籍","enroll",2018-05-22 00:39:17,2018-07-04,5,5,9
1690,"春","spring (season)",2018-05-20 03:31:53,2019-05-30,8,0,7
1691,"椿","camellia",2018-01-26 19:14:34,2018-01-26,1,1,6
1692,"泰","peaceful/Thailand",2018-02-02 19:28:32,2018-10-06,8,1,8
1693,"奏","play music",2018-05-23 07:11:46,2018-05-23,1,1,6
1694,"実","reality",2018-02-23 19:03:47,2018-11-26,8,0,7
1695,"奉","dedicate",2018-05-20 03:31:53,2018-05-20,1,1,6
1696,"俸","stipend",2018-05-26 05:38:51,2018-11-18,7,6,13
1697,"棒","rod",2018-03-29 17:22:59,2019-01-09,8,0,7
1698,"謹","discreet",2018-12-04 10:37:45,2018-12-06,2,6,9
1699,"僅","trifle/trivial",2018-05-25 16:55:46,2018-05-25,1,2,7
1700,"勤","diligence",2018-05-20 02:27:50,2018-05-20,1,6,10
1701,"漢","Sino-/（かん）字",2018-05-21 04:42:09,2019-07-02,8,0,7
1702,"嘆","sigh",2018-02-06 17:53:32,2018-11-19,8,1,7
1703,"難","difficult/（むず）かしい",2018-03-17 06:36:43,2018-03-17,1,4,7
1704,"華","splendor",2018-05-23 07:11:46,2018-07-05,5,6,12
1705,"垂","hang/sag/droop",2018-05-25 05:10:42,2018-09-20,7,1,10
1706,"唾","saliva",2018-06-20 20:23:49,2018-06-20,1,2,7
1707,"睡","drowsy",2018-02-22 19:19:33,2018-10-18,8,1,6
1708,"錘","spindle",2018-01-13 04:58:44,2018-01-13,1,4,8
1709,"乗","ride",2018-05-21 04:50:20,2019-06-22,8,2,7
1710,"剰","excess/surplus",2018-01-12 19:47:42,2018-01-12,1,6,6
1711,"今","now/いま",2018-03-17 06:36:43,2019-03-11,8,0,7
1712,"含","include",2018-07-06 06:06:21,2018-08-06,5,2,10
1713,"貪","covet/codiciar",2018-05-23 07:11:37,2018-05-23,1,1,6
1714,"吟","recite a poem",2018-01-17 20:57:47,2018-01-17,1,5,7
1715,"念","wish(not desire)",2018-05-23 07:11:36,2018-05-23,1,6,9
1716,"捻","twist(an ankle, a neck)",2018-02-08 17:39:21,2018-09-27,8,0,7
1717,"琴","koto harp",2018-05-23 07:11:46,2018-07-01,5,2,11
1718,"陰","shade",2018-05-22 00:16:23,2018-05-22,1,3,5
1719,"予","beforehand",2018-05-25 05:10:42,2018-08-19,6,1,10
1720,"序","opportunity",2018-03-17 05:38:01,2018-03-17,1,1,6
1721,"預","deposit(not withdrawal)",2018-06-24 03:37:05,2018-07-22,5,3,10
1722,"野","plains",2018-05-25 05:10:40,2018-05-25,1,3,6
1723,"兼","concurrently/ servir a dos amos",2018-02-26 20:47:01,2018-11-22,8,0,7
1724,"嫌","dislike/きらい",2018-02-27 20:16:36,2018-12-12,8,0,7
1725,"鎌","sickle",2018-05-23 07:11:46,2019-06-11,8,0,7
1726,"謙","self-effacing/humble oneself",2018-05-25 16:55:46,2018-10-08,7,1,10
1727,"廉","bargain",2018-05-25 05:10:42,2019-06-19,8,0,7
1728,"西","west/Spain",2018-05-23 07:11:46,2019-05-21,8,0,7
1729,"価","value",2018-02-06 20:32:14,2018-02-06,1,4,6
1730,"要","need",2018-05-25 16:55:46,2018-05-25,1,2,7
1731,"腰","loins/lower back",2018-02-01 01:51:28,2018-10-05,8,3,6
1732,"票","ballot",2018-06-11 07:03:09,2018-07-12,5,3,10
1733,"漂","drift (on liquid)",2018-05-21 03:25:15,2018-05-21,1,1,6
1734,"標","signpost",2017-12-01 19:58:35,2017-12-01,1,1,5
1735,"栗","chestnut",2018-05-22 00:39:17,2019-05-28,8,1,6
1736,"慄","shudder",2018-02-15 19:59:44,2018-10-14,8,1,6
1737,"遷","transition",2018-03-17 05:38:02,2018-03-17,1,3,6
1738,"覆","capsize",2018-03-29 17:22:59,2018-12-06,8,1,8
1739,"煙","smoke",2018-03-29 17:22:58,2018-12-07,8,0,7
1740,"南","south",2018-03-29 17:22:58,2018-11-18,8,0,7
1741,"楠","camphor tree(alcanfor)",2018-06-15 23:46:51,2018-07-10,5,3,10
1742,"献","offering",2017-12-01 19:42:10,2017-12-01,1,2,6
1743,"門","gates",2018-04-13 20:07:32,2019-04-10,8,0,7
1744,"問","question/(もん)だい",2018-05-21 04:05:13,2019-05-23,8,0,7
1745,"閲","review",2018-05-25 05:10:41,2019-07-03,8,2,7
1746,"閥","clique",2018-06-11 07:36:40,2019-02-21,8,1,7
1747,"間","interval/あいだ",2018-06-15 23:40:45,2018-07-15,5,1,9
1748,"闇","pitch dark",2018-05-25 16:55:47,2019-05-19,8,1,7
1749,"簡","simplicity",2018-06-20 21:12:00,2018-07-20,5,4,8
1750,"開","open/あけます",2018-05-21 04:50:20,2019-03-05,8,0,7
1751,"閉","closed",2018-05-28 05:26:44,2019-01-26,8,1,8
1752,"閣","tower",2018-04-13 20:00:50,2019-01-18,8,0,7
1753,"閑","leisure",2018-02-15 19:56:34,2018-10-29,8,0,7
1754,"聞","hear",2018-04-13 20:10:20,2019-04-26,8,0,7
1755,"潤","wet",2018-01-16 20:07:31,2018-01-16,1,3,7
1756,"欄","column (of text)",2018-05-22 00:16:22,2018-05-22,1,2,6
1757,"闘","fight",2018-05-22 00:39:17,2018-05-22,1,4,6
1758,"倉","godown/granary",2018-03-29 17:22:59,2018-12-07,8,0,7
1759,"創","genesis",2018-03-29 17:22:59,2018-03-29,1,1,6
1760,"非","un-",2018-05-23 07:11:46,2019-05-30,8,0,7
1761,"俳","haiku",2018-05-21 03:25:15,2019-06-11,8,0,7
1762,"排","expel",2018-02-02 19:20:01,2018-02-02,1,1,6
1763,"悲","sad",2018-11-26 16:57:05,2018-12-20,5,1,9
1764,"罪","guilt",2018-02-01 20:56:44,2018-02-01,1,1,6
1765,"輩","comrade/こう.はい,せん.ぱい",2018-05-21 03:25:15,2019-01-06,8,0,7
1766,"扉","front door",2018-06-05 00:20:25,2018-06-05,1,3,9
1767,"侯","marquis",2018-03-17 05:38:01,2018-12-01,8,0,7
1768,"喉","throat",2018-03-29 17:22:59,2018-03-29,1,1,6
1769,"候","climate",2018-02-26 20:29:01,2018-10-15,8,0,7
1770,"決","decide",2018-02-12 20:55:50,2018-10-19,8,0,7
1771,"快","cheerful",2018-05-25 16:55:47,2019-01-19,8,1,8
1772,"偉","great",2018-01-26 18:47:20,2018-01-26,1,2,7
1773,"違","difference",2018-05-20 03:51:14,2018-05-20,1,1,6
1774,"緯","latitude",2018-05-23 07:11:37,2019-02-10,8,0,7
1775,"衛","defense",2018-05-25 05:10:41,2018-05-25,1,2,7
1776,"韓","Korea/(かん)こく",2018-02-27 20:10:08,2018-12-10,8,0,7
1777,"干","dry",2018-05-20 03:53:17,2018-05-20,1,1,6
1778,"肝","liver",2018-05-23 07:11:46,2019-05-15,8,1,8
1779,"刊","(quarterly) publishing",2018-05-26 05:37:03,2018-05-26,1,4,10
1780,"汗","sweat",2018-05-22 00:39:17,2019-05-27,8,0,7
1781,"軒","row of houses",2018-05-20 02:27:50,2019-05-14,8,0,7
1782,"岸","beach",2018-04-13 20:03:26,2018-12-10,8,0,7
1783,"幹","tree trunk",2018-05-20 01:35:35,2018-07-17,6,4,10
1784,"芋","potato",2018-06-20 21:18:38,2019-03-27,8,1,8
1785,"宇","universe/eaves",2018-03-17 05:38:01,2018-11-11,8,0,7
1786,"余","too much/あまり",2018-03-29 17:22:59,2018-03-29,1,1,6
1787,"除","exclude",2018-07-06 05:30:35,2018-09-05,6,2,12
1788,"徐","gradually/little by little",2018-05-25 16:55:47,2018-05-25,1,6,14
1789,"叙","confer/description",2018-05-21 03:25:15,2018-05-21,1,1,6
1790,"途","route",2018-05-22 00:16:22,2018-05-22,1,2,6
1791,"斜","diagonal",2018-05-21 03:48:35,2018-05-21,1,3,9
1792,"塗","paint (a house)",2018-05-28 05:15:32,2019-01-20,8,1,8
1793,"束","bundle",2018-05-20 02:27:50,2019-06-30,8,0,7
1794,"頼","confianza",2018-06-16 11:59:52,2018-07-12,5,1,9
1795,"瀬","rapids",2018-05-21 04:05:12,2018-05-21,1,1,6
1796,"勅","imperial order",2018-01-13 04:37:09,2018-01-13,1,3,6
1797,"疎","alienate",2018-05-26 05:38:50,2018-09-30,7,3,13
1798,"辣","bitter",2018-12-04 10:37:45,2018-12-07,2,4,9
1799,"速","quick",2018-02-22 19:27:31,2018-10-13,8,0,7
1800,"整","organize",2018-04-13 20:10:20,2018-04-13,1,3,6
1801,"剣","(double edged) sword/sabre",2018-05-29 03:20:29,2018-05-29,1,2,7
1802,"険","steepness",2018-05-25 05:10:41,2019-05-18,8,0,7
1803,"検","examination",2017-11-26 08:49:40,2017-11-26,1,2,6
1804,"倹","frugal/economizing",2018-06-11 07:03:09,2019-01-31,8,1,8
1805,"重","heavy/おもい",2018-04-13 20:07:32,2019-01-08,8,0,7
1806,"動","move",2018-05-29 02:21:30,2019-05-23,8,0,7
1807,"腫","tumor",2018-05-22 01:17:19,2018-05-22,1,2,6
1808,"勲","meritorious deed",2018-06-20 20:59:58,2018-07-20,5,1,9
1809,"働","work",2018-03-17 05:38:01,2018-11-03,8,0,7
1810,"種","species",2018-05-22 00:16:22,2018-05-22,1,3,6
1811,"衝","collide",2018-02-23 19:41:26,2018-10-10,8,0,7
1812,"薫","fragrant(not perfumed)",2018-05-31 04:45:17,2019-02-21,8,1,8
1813,"病","ill",2018-01-17 21:14:14,2018-01-17,1,3,5
1814,"痴","stupid",2018-01-21 02:10:45,2018-01-21,1,2,6
1815,"痘","varicella",2018-05-23 07:11:46,2018-07-02,5,2,8
1816,"症","symptoms",2018-02-28 20:27:43,2018-10-20,8,0,7
1817,"瘍","carbuncle",2018-05-20 02:55:18,2019-02-28,8,0,7
1818,"痩","lose weight",2018-06-02 04:30:09,2019-03-10,8,1,7
1819,"疾","rapidly",2018-06-24 03:37:05,2018-07-26,5,3,8
1820,"嫉","envy (not 妬 or 羨)",2018-01-13 04:49:02,2018-01-13,1,2,6
1821,"痢","diarrhea",2018-05-20 02:55:18,2019-06-07,8,0,7
1822,"痕","scar",2018-05-25 16:55:47,2019-05-25,8,1,8
1823,"疲","tired",2018-03-17 05:38:02,2018-11-02,8,0,7
1824,"疫","epidemic",2018-04-13 20:07:32,2018-04-13,1,1,6
1825,"痛","pain",2018-02-26 20:35:37,2018-11-05,8,0,7
1826,"癖","bad habit/mannerism",2018-05-31 04:45:17,2019-02-25,8,2,9
1827,"匿","hide",2018-03-17 05:38:01,2018-11-15,8,0,7
1828,"匠","artisan",2018-02-27 20:16:36,2018-10-25,8,0,7
1829,"医","doctor",2018-03-29 17:22:59,2019-01-06,8,0,7
1830,"匹","equal/counter for small animals",2018-05-22 00:16:22,2019-07-04,8,0,7
1831,"区","ward/district",2018-06-11 07:33:51,2018-07-06,5,1,9
1832,"枢","hinge",2018-04-13 20:03:26,2018-04-13,1,1,6
1833,"殴","assault",2017-12-01 19:11:52,2017-12-01,1,4,6
1834,"欧","Europe",2018-05-25 17:30:13,2018-11-14,7,5,11
1835,"抑","repress",2018-05-25 05:10:40,2018-05-25,1,2,6
1836,"仰","faceup",2018-04-13 20:00:50,2018-11-28,8,0,7
1837,"迎","welcome/むかえり",2018-05-21 03:40:50,2019-02-24,8,0,7
1838,"登","ascend",2018-04-13 20:07:32,2019-01-17,8,0,7
1839,"澄","lucidity/clear(weather)",2018-05-28 05:41:00,2018-05-28,1,4,9
1840,"発","departure/discharge",2018-03-17 05:38:03,2018-11-30,8,0,7
1841,"廃","abolish",2018-05-23 07:11:46,2019-01-20,8,1,8
1842,"僚","colleague",2018-04-13 20:07:32,2019-01-18,8,0,7
1843,"瞭","obvious",2018-06-11 07:36:40,2018-07-06,5,1,9
1844,"寮","dormitory",2018-05-25 05:10:41,2018-05-25,1,1,6
1845,"療","heal/cure",2018-01-18 20:49:20,2018-01-18,1,2,6
1846,"彫","carve",2018-05-20 03:31:53,2019-01-20,8,1,7
1847,"形","shape",2018-05-26 05:38:51,2018-10-15,7,5,12
1848,"影","shadow",2017-12-01 19:36:35,2017-12-01,1,4,6
1849,"杉","cedar",2018-05-25 05:10:41,2019-06-07,8,0,7
1850,"彩","colorear",2018-05-20 02:55:18,2018-05-20,1,1,6
1851,"彰","manifest (a virtue, a trait)",2018-03-29 17:22:59,2018-03-29,1,3,6
1852,"彦","lad/boy(ancient)",2018-05-28 05:26:44,2018-05-28,1,2,7
1853,"顔","face",2018-02-16 16:48:47,2018-11-17,8,0,7
1854,"須","essential",2018-05-22 00:16:22,2018-05-22,1,3,6
1855,"膨","swell",2018-05-20 01:18:44,2018-09-22,7,3,9
1856,"参","visit",2018-05-25 05:10:40,2018-05-25,1,5,8
1857,"惨","wretched",2018-05-23 07:11:46,2018-05-23,1,1,6
1858,"修","discipline",2018-05-28 05:41:00,2018-05-28,1,4,7
1859,"珍","rare",2018-06-11 07:33:51,2019-02-16,8,1,8
1860,"診","checkup",2017-11-24 20:53:18,2017-11-24,1,1,5
1861,"文","sentence/written culture",2018-05-25 05:10:41,2019-05-31,8,0,7
1862,"対","vs",2018-05-23 07:11:46,2019-02-05,8,0,7
1863,"紋","family crest",2018-01-13 04:58:44,2018-01-13,1,2,6
1864,"蚊","mosquito",2018-12-04 10:52:01,2018-12-08,2,8,10
1865,"斑","speckled",2018-01-16 20:58:09,2018-01-16,1,2,6
1866,"斉","Qi era/ singing in unison/adjust",2018-03-17 05:38:01,2018-12-26,8,1,6
1867,"剤","dose",2018-05-25 16:55:46,2019-03-06,8,1,8
1868,"済","finish",2018-05-20 04:36:44,2019-07-11,8,0,7
1869,"斎","purification",2017-12-01 19:42:10,2017-12-01,1,2,6
1870,"粛","solemn",2018-01-18 20:30:06,2018-01-18,1,6,7
1871,"塁","bases",2018-02-23 19:15:16,2018-10-21,8,1,6
1872,"楽","enjoyable/(たの)しい",2018-03-17 05:38:01,2019-03-19,8,0,7
1873,"薬","medicine",2018-04-13 20:03:26,2018-12-02,8,0,7
1874,"率","ratio",2018-06-22 09:23:41,2018-07-23,5,5,11
1875,"渋","astringent",2018-03-17 05:38:01,2018-12-07,8,2,6
1876,"摂","vicarious/centigrade/absorb",2018-01-11 17:52:17,2018-01-11,1,7,7
1877,"央","centro",2018-05-20 01:18:44,2018-10-02,7,2,7
1878,"英","England",2018-02-26 20:05:23,2018-11-23,8,0,7
1879,"映","reflect (as a mirror)",2018-05-22 00:16:23,2018-05-22,1,3,6
1880,"赤","red",2018-05-25 05:10:40,2018-05-25,1,1,6
1881,"赦","pardon",2018-05-30 01:04:16,2019-02-06,8,1,8
1882,"変","unusual/(へん)たい",2018-01-11 20:50:00,2018-01-11,1,3,6
1883,"跡","tracks",2018-03-17 05:38:01,2018-11-19,8,0,7
1884,"蛮","barbarian",2018-12-04 10:52:01,2018-12-17,4,4,9
1885,"恋","romance/puppy love",2018-02-15 19:37:53,2018-11-07,8,0,7
1886,"湾","gulf",2018-05-22 01:17:19,2018-11-21,7,1,10
1887,"黄","yellow",2018-05-23 07:11:48,2019-06-04,8,1,8
1888,"横","sideways",2018-05-29 02:56:23,2018-05-29,1,2,7
1889,"把","grasp",2018-06-15 23:40:45,2019-03-18,8,1,11
1890,"色","color",2018-06-15 23:46:51,2019-02-08,8,1,12
1891,"絶","discontinue",2018-05-23 07:11:37,2018-08-26,6,3,15
1892,"艶","glossy",2018-06-11 07:33:51,2018-07-04,5,3,14
1893,"肥","fertilizer",2018-12-04 10:32:55,2018-12-04,1,5,10
1894,"甘","sweet",2018-05-25 05:10:41,2019-06-26,8,0,7
1895,"紺","navy blue",2018-05-20 03:51:14,2018-05-20,1,2,6
1896,"某","so-and-so/fulano",2018-06-22 09:23:41,2018-07-23,5,2,10
1897,"謀","conspire",2017-12-11 20:04:44,2018-07-01,7,1,7
1898,"媒","mediator",2018-05-25 16:55:47,2018-05-25,1,2,7
1899,"欺","deceit",2018-05-21 03:48:35,2018-05-21,1,3,6
1900,"棋","shogi/japanese chess",2018-05-25 05:10:41,2018-05-25,1,3,9
1901,"旗","national flag",2018-05-25 05:10:40,2018-05-25,1,3,6
1902,"期","period",2018-01-10 20:48:21,2018-01-10,1,5,6
1903,"碁","Go",2018-04-13 20:00:50,2018-12-10,8,0,7
