FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
775,"叔","uncle",2018-05-25 16:55:46,2018-07-16,6,4,12
776,"督","coach",2018-06-11 06:33:04,2018-06-11,1,2,7
777,"寂","loneliness",2018-01-25 19:24:54,2018-09-28,8,0,7
778,"淑","graceful",2018-05-23 07:11:36,2019-01-08,8,1,8
779,"反","anti-",2018-02-06 17:50:06,2018-09-29,8,0,7
780,"坂","slope",2018-02-01 20:56:44,2018-09-28,8,0,7
781,"板","plank",2018-06-06 03:42:47,2018-07-04,5,2,10
782,"返","return",2018-02-23 19:52:23,2018-10-19,8,4,9
783,"販","marketing",2018-02-01 20:54:07,2018-02-01,1,2,6
784,"爪","claw",2018-01-29 16:51:02,2018-10-31,8,0,7
785,"妥","gentle",2018-01-11 20:27:08,2018-01-11,1,2,7
786,"乳","milk",2018-01-25 19:27:17,2018-10-24,8,0,7
787,"浮","floating",2017-11-07 14:26:09,2018-07-29,8,0,7
788,"淫","lewd",2018-01-26 19:10:18,2018-10-10,8,0,7
789,"将","leader",2017-12-11 20:21:23,2018-07-27,8,0,7
790,"奨","exhort",2018-03-29 17:22:58,2018-03-29,1,2,8
791,"采","grab",2017-11-30 17:47:07,2017-11-30,1,2,6
792,"採","pick",2018-01-11 20:50:00,2018-01-11,1,2,8
793,"菜","vegetable",2017-12-11 16:16:45,2017-12-11,1,6,7
794,"受","receive (う.け)",2018-05-29 02:27:35,2019-06-24,8,4,13
795,"授","impart",2018-06-22 09:23:41,2018-06-22,1,4,11
796,"愛","love",2018-01-11 20:27:08,2018-01-11,1,2,7
797,"曖","unclear",2018-02-01 20:56:44,2018-11-10,8,0,7
798,"払","pay",2018-02-01 01:51:28,2018-10-09,8,1,8
799,"広","wide",2018-02-06 17:57:27,2018-10-17,8,0,7
800,"勾","hooked",2018-02-09 18:28:40,2018-02-09,1,1,6
801,"拡","broaden",2018-02-06 17:53:32,2018-10-31,8,2,7
802,"鉱","mineral",2018-01-29 16:51:02,2018-01-29,1,1,6
803,"弁","valve",2018-02-12 20:42:45,2018-11-24,8,0,7
804,"雄","male",2018-05-23 07:11:46,2018-08-16,6,4,14
805,"台","pedestal",2018-02-01 20:54:07,2018-10-13,8,0,7
806,"怠","negligencia",2018-07-05 03:16:31,2019-04-18,8,1,12
807,"治","reign",2018-05-29 02:56:23,2019-07-19,8,2,9
808,"冶","metallurgy",2018-06-22 09:23:41,2018-07-16,5,3,11
809,"始","start/はじめる",2018-05-25 05:10:41,2019-07-13,8,2,9
810,"胎","womb",2018-05-20 03:31:53,2018-05-20,1,4,9
811,"窓","window",2018-05-20 02:55:18,2018-05-20,1,4,8
812,"去","gone",2018-02-15 19:42:37,2018-11-04,8,0,7
813,"法","method",2018-05-25 16:55:47,2018-05-25,1,4,9
814,"会","meeting",2018-07-06 06:06:21,2018-08-20,5,2,10
815,"至","climax",2017-12-11 20:21:23,2018-09-01,8,1,7
816,"室","room",2018-02-23 19:34:24,2018-11-19,8,0,7
817,"到","arrival",2018-12-04 10:32:55,2018-12-11,3,1,8
818,"致","doth/どう(いた)しまして",2018-01-26 19:24:47,2018-09-22,8,1,8
819,"互","mutually",2018-05-29 02:21:30,2019-07-05,8,2,9
820,"棄","abandon",2018-01-12 19:47:42,2018-01-12,1,4,7
821,"育","bring up",2018-01-29 16:56:18,2018-10-29,8,1,8
822,"撤","remove",2018-06-06 03:42:46,2018-06-06,1,3,10
823,"充","allot",2018-07-04 20:10:01,2018-07-04,1,5,10
824,"銃","gun",2018-06-11 07:03:09,2018-07-06,5,2,10
825,"硫","sulfur",2018-02-15 19:37:53,2018-10-23,8,0,7
826,"流","current",2018-05-23 07:11:37,2018-05-23,1,3,7
827,"允","license",2018-06-06 03:42:47,2018-06-06,1,5,10
828,"唆","tempt",2018-05-28 05:26:44,2018-05-28,1,3,12
829,"出","exit",2018-02-02 19:28:32,2019-02-04,8,0,7
830,"山","mountain/やま",2018-02-27 20:10:08,2019-04-06,8,0,7
831,"拙","bungling",2018-05-22 00:39:17,2018-05-22,1,3,8
832,"岩","boulder",2017-12-11 20:19:19,2018-08-07,8,0,7
833,"炭","charcoal",2018-01-11 17:52:17,2018-01-11,1,3,8
834,"岐","branch off",2018-05-21 03:40:50,2018-05-21,1,2,7
835,"峠","mountain pass",2018-01-25 19:17:18,2018-09-19,8,0,7
836,"崩","crumble",2018-02-13 04:03:24,2018-02-13,1,1,6
837,"密","secrecy",2018-06-11 06:51:43,2019-02-06,8,1,8
838,"蜜","honey",2018-06-15 23:40:45,2018-07-17,5,3,11
839,"嵐","storm",2018-05-21 04:05:12,2019-03-04,8,1,8
840,"崎","promontory",2018-06-20 20:23:49,2019-03-12,8,4,12
841,"崖","bluffs",2018-01-26 19:40:15,2018-01-26,1,1,6
842,"入","enter",2018-01-25 19:10:38,2018-09-27,8,0,7
843,"込","crowded",2018-06-15 23:46:51,2019-03-01,8,3,13
844,"分","part/ふん",2018-02-01 20:49:09,2018-10-28,8,0,7
845,"貧","poverty",2018-01-25 19:33:01,2018-09-24,8,2,8
846,"頒","partition",2018-01-29 16:56:17,2018-10-12,8,0,7
847,"公","public/(こう)園",2018-02-12 20:42:45,2018-10-11,8,1,6
848,"松","pine tree",2018-01-26 19:14:34,2018-09-11,8,0,7
849,"翁","venerable old man",2018-05-21 04:05:12,2018-05-21,1,6,10
850,"訟","sue",2018-05-23 07:11:46,2018-07-06,5,2,9
851,"谷","valley",2018-02-22 19:27:31,2018-10-25,8,0,7
852,"浴","bathe/あびる",2018-07-05 03:16:31,2019-03-01,8,1,11
853,"容","contain",2018-01-26 19:30:36,2018-10-13,8,0,7
854,"溶","melt",2018-05-28 05:26:44,2019-06-03,8,6,10
855,"欲","longing",2018-03-29 17:22:58,2018-03-29,1,2,7
856,"裕","abundant",2018-05-21 03:40:50,2018-05-21,1,2,7
857,"鉛","lead (metal/pencil)",2018-06-20 20:59:58,2018-07-22,5,2,11
858,"沿","run alongside",2018-02-08 17:39:21,2018-02-08,1,1,6
859,"賞","prize",2018-02-02 19:26:19,2018-02-02,1,1,6
860,"党","party(Politics)",2018-03-17 05:38:02,2019-04-10,8,1,8
861,"堂","hall",2018-01-25 19:35:51,2018-11-07,8,3,9
862,"常","usual/日(じょう)",2018-03-29 17:22:58,2018-12-25,8,0,7
863,"裳","skirt",2018-06-22 09:23:42,2019-02-26,8,3,10
864,"掌","manipulate",2018-02-01 01:51:28,2018-10-03,8,0,7
865,"皮","pelt",2018-02-26 20:35:37,2018-11-05,8,0,7
866,"波","waves(なみ)",2018-03-17 06:36:43,2018-12-19,8,0,7
867,"婆","old woman/お(ばあ)さん",2018-02-23 19:15:16,2018-11-22,8,0,7
868,"披","expose",2018-01-29 16:37:15,2018-10-19,8,1,8
869,"破","rend/tear",2018-03-17 06:36:43,2018-03-17,1,4,11
870,"被","incur",2018-05-28 05:41:00,2018-05-28,1,3,8
871,"残","remainder",2017-12-12 15:07:24,2018-08-15,8,1,8
872,"殉","martyrdom",2018-05-25 05:10:41,2018-05-25,1,3,10
873,"殊","particularly",2018-04-13 20:03:26,2018-04-13,1,6,8
874,"殖","augment",2018-05-20 02:27:50,2018-05-20,1,9,13
875,"列","line",2018-01-12 19:27:29,2018-01-12,1,4,10
876,"裂","split(not peel)",2018-06-06 03:42:46,2018-07-07,5,9,16
877,"烈","ardent",2018-01-25 19:30:17,2018-10-02,8,1,8
878,"死","death",2017-12-11 20:21:23,2018-09-04,8,0,7
879,"葬","interment",2018-04-13 20:03:26,2018-12-30,8,4,9
880,"瞬","wink",2017-12-13 18:11:22,2018-08-03,8,1,8
881,"耳","ear/みみ",2018-01-26 19:30:36,2018-09-14,8,0,7
882,"取","take",2018-01-25 19:27:17,2018-09-11,8,1,8
883,"趣","gist",2018-03-29 17:22:58,2018-12-04,8,2,9
884,"最","utmost",2018-05-21 03:25:15,2018-07-18,6,2,9
885,"撮","snapshot",2018-05-28 05:41:00,2019-05-30,8,3,9
886,"恥","shame",2018-02-06 17:50:06,2018-02-06,1,4,7
887,"職","job",2018-01-26 19:03:59,2018-01-26,1,3,6
888,"聖","holy",2017-12-19 01:32:57,2017-12-19,1,3,7
889,"敢","daring",2018-01-25 20:08:30,2018-09-27,8,0,7
890,"聴","listen",2017-11-30 17:47:07,2017-11-30,1,1,6
891,"懐","bust/pocket",2018-05-20 01:35:35,2018-07-27,6,4,14
892,"慢","chronic",2018-03-17 05:38:02,2018-11-12,8,1,7
893,"漫","cartoon/manga",2018-01-26 19:03:59,2018-01-26,1,1,6
894,"買","buy/(かい)ます",2018-02-13 20:03:37,2019-02-18,8,0,7
895,"置","placement",2018-12-04 10:37:45,2018-12-20,4,6,14
896,"罰","penalty",2017-12-04 19:14:11,2018-08-16,8,0,7
897,"寧","rather",2018-01-13 04:37:09,2018-01-13,1,4,8
898,"濁","voiced",2018-06-16 11:54:13,2018-07-09,5,2,10
899,"環","ring",2017-12-11 20:21:23,2017-12-11,1,1,6
900,"還","send back",2018-05-21 04:05:13,2019-02-10,8,2,7
901,"夫","husband/おっと/大丈ぶ",2018-02-13 20:03:37,2018-10-03,8,0,7
902,"扶","aid",2018-01-25 19:33:01,2018-11-08,8,0,7
903,"渓","mountain stream",2018-01-25 19:17:18,2018-11-03,8,1,7
904,"規","standard",2018-01-26 19:14:34,2018-10-29,8,3,10
905,"替","exchange",2018-01-26 19:14:34,2018-10-11,8,0,7
906,"賛","approval(not genuine)",2018-06-15 23:46:51,2018-07-14,5,12,16
907,"潜","submerge",2018-05-28 05:41:00,2019-03-01,8,3,11
908,"失","lose",2018-02-09 18:28:40,2018-11-12,8,1,6
909,"鉄","iron",2018-05-29 02:56:23,2019-06-13,8,2,9
910,"迭","alternate",2018-05-23 07:11:48,2018-05-23,1,4,10
911,"臣","servant",2018-03-17 06:36:43,2018-03-17,1,4,7
912,"姫","princess/ひめ",2018-02-06 17:53:32,2018-10-07,8,0,7
913,"蔵","storehouse",2018-06-22 09:23:41,2018-07-23,5,6,11
914,"臓","entrails",2018-01-25 19:24:54,2018-01-25,1,1,6
915,"賢","intelligent",2018-01-29 16:51:02,2018-01-29,1,4,5
916,"腎","kidney",2018-01-25 19:35:51,2018-09-18,8,1,8
917,"堅","strict",2018-01-25 19:36:20,2018-01-25,1,3,5
918,"臨","look to",2018-05-29 02:56:23,2018-05-29,1,2,11
919,"覧","perusal",2018-01-25 19:27:17,2018-09-14,8,0,7
920,"巨","gigantic",2018-05-21 04:05:13,2018-07-06,5,1,9
921,"拒","repel",2018-05-22 00:53:38,2019-07-05,8,1,8
922,"力","power",2018-02-22 19:19:33,2019-02-14,8,0,7
923,"男","man/おとこ",2018-05-20 03:51:14,2019-06-11,8,0,7
924,"労","labor",2018-01-29 19:40:36,2018-09-22,8,0,7
925,"募","recruit",2018-01-25 19:30:17,2018-10-31,8,0,7
926,"劣","inferiority",2017-11-30 17:47:07,2018-08-02,8,0,7
927,"功","achievement",2017-12-04 19:14:11,2018-08-21,8,0,7
928,"勧","persuade",2018-03-17 05:38:02,2018-03-17,1,4,8
929,"努","toil",2018-03-17 05:38:02,2018-03-17,1,3,8
930,"勃","erection",2018-01-26 19:35:01,2018-01-26,1,3,8
931,"励","encourage",2018-02-01 20:47:07,2018-02-01,1,3,6
932,"加","add",2018-02-23 19:32:17,2018-10-15,8,0,7
933,"賀","congratulations",2018-01-26 19:14:34,2018-10-12,8,0,7
934,"架","erect",2018-05-21 03:48:35,2018-05-21,1,2,8
935,"脇","armpit",2018-05-26 05:35:09,2018-05-26,1,8,12
936,"脅","threaten",2018-05-20 02:55:18,2018-05-20,1,8,8
937,"協","co-",2018-06-22 09:23:42,2018-07-25,5,4,12
938,"行","going/いく",2018-02-09 18:28:40,2018-10-19,8,0,7
939,"律","rhythm",2018-05-25 05:10:41,2018-05-25,1,2,7
940,"復","restore",2018-05-25 16:55:46,2019-01-20,8,3,8
941,"得","gain",2018-05-29 02:56:23,2018-05-29,1,6,10
942,"従","accompany",2018-06-06 03:42:46,2018-06-06,1,6,14
943,"徒","junior/gangs",2018-02-01 20:49:09,2018-09-21,8,0,7
944,"待","wait",2018-06-20 21:06:47,2018-07-19,5,1,9
945,"往","journey",2018-03-01 20:38:08,2018-11-09,8,1,8
946,"征","subjugate",2018-02-01 20:37:56,2018-10-15,8,1,8
947,"径","diameter",2017-12-11 20:21:23,2018-09-22,8,0,7
948,"彼","he",2018-02-27 20:04:42,2018-12-11,8,0,7
949,"役","duty",2018-05-28 05:41:00,2019-05-24,8,2,9
950,"徳","benevolence/moral",2018-06-22 09:23:41,2018-07-03,4,5,15
951,"徹","penetrate",2018-05-29 02:21:30,2018-05-29,1,6,11
952,"徴","indications",2017-11-24 18:11:38,2017-11-24,1,2,8
953,"懲","penal",2018-02-06 17:30:40,2018-02-06,1,2,6
954,"微","delicate",2018-02-06 17:30:40,2018-02-06,1,8,12
955,"街","boulevard",2018-06-20 21:06:47,2018-07-18,5,2,10
956,"桁","girder",2018-07-05 03:16:31,2018-08-05,5,5,14
957,"衡","balance",2018-05-20 02:55:18,2018-08-21,6,2,11
958,"稿","draft",2018-02-23 19:52:23,2018-10-24,8,0,7
959,"稼","earnings",2017-11-30 01:49:21,2017-11-30,1,5,7
960,"程","extent",2018-05-22 00:16:22,2018-05-22,1,3,7
961,"税","tax(not crop tax)",2018-03-29 17:22:59,2018-03-29,1,2,8
962,"稚","immature",2018-01-29 16:46:58,2018-01-29,1,1,6
963,"和","harmony",2018-02-22 19:07:16,2018-11-11,8,0,7
964,"移","shift",2018-01-11 20:50:00,2018-01-11,1,5,9
965,"秒","second",2017-11-30 17:32:31,2017-11-30,1,7,11
966,"秋","autumn/あき",2018-02-06 17:57:27,2018-10-05,8,0,7
967,"愁","distress",2018-02-23 19:34:24,2018-12-02,8,0,7
968,"私","private",2018-03-17 05:38:01,2018-11-05,8,0,7
969,"秩","regularity",2018-03-29 17:22:59,2018-03-29,1,5,8
970,"秘","secret",2018-01-10 20:54:16,2018-01-10,1,6,8
971,"称","appellation",2018-06-06 03:42:46,2019-02-20,8,3,10
972,"利","profit",2018-02-23 19:47:55,2018-10-10,8,1,8
973,"梨","pear tree",2017-12-01 20:13:48,2017-12-01,1,3,5
974,"穫","harvest",2017-12-01 20:13:48,2017-12-01,1,6,7
975,"穂","ear of a plant",2018-01-25 19:30:17,2018-01-25,1,3,6
976,"稲","rice plant",2018-05-20 01:35:35,2018-08-26,6,4,10
977,"香","incense",2018-05-21 03:25:15,2018-05-21,1,4,10
978,"季","seasons",2018-01-26 19:42:27,2018-01-26,1,2,6
979,"委","committee",2018-01-26 19:30:36,2018-10-12,8,1,8
980,"秀","excel",2018-02-08 17:49:34,2018-02-08,1,3,8
981,"透","transparent",2018-03-17 05:38:03,2018-03-17,1,1,6
982,"誘","entice",2018-01-26 19:03:59,2018-01-26,1,3,6
983,"稽","training",2017-11-30 01:46:00,2017-11-30,1,2,7
984,"穀","cereals",2018-06-20 21:21:10,2018-07-28,5,3,12
985,"菌","germ",2018-01-26 19:14:34,2018-01-26,1,2,5
986,"萎","fade away",2018-01-25 19:17:18,2018-01-25,1,3,7
987,"米","rice",2018-03-29 17:22:58,2018-11-28,8,0,7
988,"粉","flour",2018-05-25 05:10:39,2018-09-12,7,6,12
989,"粘","sticky",2018-05-20 03:31:53,2018-05-20,1,3,9
990,"粒","grains",2018-05-23 07:11:48,2018-05-23,1,4,7
991,"粧","cosmetics",2018-05-29 03:20:29,2019-07-19,8,2,9
992,"迷","astray",2018-02-23 19:13:55,2018-11-28,8,1,8
993,"粋","chic(いき)",2017-12-11 20:21:23,2018-08-02,8,0,7
994,"謎","riddle",2018-01-26 19:10:18,2018-09-23,8,1,7
995,"糧","provisions",2018-01-21 01:56:29,2018-01-21,1,4,6
996,"菊","chrysanthemum",2018-01-29 19:40:36,2018-01-29,1,1,6
997,"奥","core",2017-12-04 19:14:11,2018-09-09,8,0,7
998,"数","number",2018-01-26 19:24:47,2018-10-23,8,0,7
999,"楼","watchtower",2018-01-26 19:03:59,2018-10-31,8,0,7
1000,"類","sort",2018-02-01 20:47:07,2018-10-13,8,0,7
1001,"漆","lacquer",2018-06-20 20:23:49,2018-07-07,4,5,11
1002,"膝","knee",2018-05-22 00:16:22,2018-05-22,1,4,9
1003,"様","Esq.(~sama)",2017-11-24 18:11:38,2017-11-24,1,3,6
1004,"求","request",2018-02-16 16:48:47,2018-11-07,8,1,8
1005,"球","ball (pingpong, baseball)",2018-05-21 03:40:50,2019-02-06,8,3,9
1006,"救","salvation",2018-01-25 19:36:20,2018-09-25,8,0,7
1007,"竹","bamboo(たけ)",2018-06-20 21:18:38,2018-08-05,5,2,11
1008,"笑","laugh",2018-02-22 19:13:47,2018-10-17,8,0,7
1009,"笠","bamboo hat",2018-02-09 18:28:40,2018-10-12,8,0,7
1010,"笹","bamboo grass",2018-01-25 19:27:17,2018-10-28,8,0,7
1011,"箋","stationery",2018-01-29 16:51:02,2018-11-03,8,0,7
1012,"筋","muscle",2018-02-13 19:59:14,2018-10-23,8,3,9
1013,"箱","box/はこ",2018-01-29 17:02:17,2018-01-29,1,2,7
1014,"筆","writing brush",2017-12-11 20:19:19,2018-09-16,8,0,7
1015,"筒","cylinder",2018-06-24 03:37:05,2018-06-24,1,5,8
1016,"等","etc./など(nado)",2018-05-20 02:55:18,2018-08-17,6,3,10
1017,"算","calculate",2018-01-29 16:37:14,2018-01-29,1,2,7
1018,"答","solution/こたえ",2018-05-23 07:11:48,2018-08-15,6,4,14
1019,"策","scheme",2018-05-21 03:48:35,2018-07-26,6,3,11
1020,"簿","register",2018-03-08 20:33:12,2018-03-08,1,4,8
1021,"築","fabricate",2018-05-29 02:56:23,2018-05-29,1,2,8
1022,"篭","basket",2018-03-17 05:38:01,2018-11-14,8,1,10
1023,"人","person",2018-03-17 06:36:43,2019-04-21,8,0,7
1024,"佐","assistant",2018-01-29 19:40:36,2018-10-21,8,0,7
1025,"侶","partner",2018-02-01 20:54:07,2018-10-08,8,0,7
1026,"但","however",2018-06-20 20:23:49,2018-07-15,5,3,10
1027,"住","dwell",2018-01-29 17:00:59,2018-10-12,8,0,7
1028,"位","rank",2018-01-29 16:37:14,2018-11-06,8,1,8
1029,"仲","go-between",2018-01-29 16:37:14,2018-10-21,8,0,7
1030,"体","body",2018-02-06 17:50:06,2018-10-16,8,0,7
1031,"悠","remote",2017-12-19 01:23:37,2017-12-19,1,2,6
1032,"件","affair",2018-01-26 19:35:01,2018-10-12,8,0,7
1033,"仕","attend",2018-02-01 20:37:56,2018-11-07,8,1,7
1034,"他","other",2018-01-26 19:30:36,2018-09-23,8,0,7
1035,"伏","prostrated",2018-03-17 05:38:02,2018-03-17,1,1,6
1036,"伝","transmit",2018-03-17 05:38:02,2018-11-22,8,0,7
1037,"仏","Buddha",2018-02-28 20:39:09,2019-02-20,8,0,7
1038,"休","rest/やすみ",2018-06-20 20:15:30,2018-07-27,5,1,9
1039,"仮","provisional",2018-05-25 16:55:46,2019-01-25,8,3,9
1040,"伎","performing artist",2018-02-02 19:26:19,2018-02-02,1,2,7
1041,"伯","chief",2017-12-01 19:58:35,2017-12-01,1,5,8
1042,"俗","vulgar",2018-02-01 01:51:28,2018-11-12,8,0,7
1043,"信","faith",2018-02-02 19:26:19,2018-09-28,8,0,7
1044,"佳","excellent",2018-01-26 19:03:59,2019-03-01,8,0,7
1045,"依","reliant",2018-01-29 16:56:17,2018-01-29,1,4,8
1046,"例","example (れい)",2018-02-01 20:57:16,2018-11-06,8,0,7
1047,"個","individual (not body)",2018-05-29 03:20:29,2019-07-20,8,4,11
1048,"健","healthy",2018-05-23 07:11:46,2018-07-09,5,1,9
1049,"側","side",2018-05-25 05:10:39,2019-07-16,8,2,7
1050,"侍","waiter/samurai/chamberlain",2018-02-01 20:37:56,2018-11-04,8,0,7
1051,"停","halt",2018-02-23 19:32:17,2018-10-29,8,0,7
1052,"値","price(not value)",2018-01-10 20:54:16,2018-01-10,1,4,6
1053,"倣","emulate",2018-01-26 19:30:36,2018-09-29,8,0,7
1054,"傲","arrogance",2018-05-21 03:25:15,2018-05-21,1,2,9
1055,"倒","overthrow",2018-05-23 07:11:37,2018-08-12,6,4,10
1056,"偵","spy",2018-06-05 00:34:40,2019-03-19,8,4,9
1057,"僧","Buddhist priest",2018-02-07 17:48:29,2018-10-21,8,0,7
1058,"億","hundred million(おく)",2018-05-25 05:10:42,2019-06-22,8,1,8
1059,"儀","ceremony",2017-11-30 17:26:43,2017-11-30,1,3,6
1060,"償","reparation/indemnity",2018-01-29 19:39:48,2018-01-29,1,6,6
1061,"仙","hermit",2018-02-23 19:13:55,2018-12-02,8,0,7
1062,"催","sponsor",2018-05-22 00:16:22,2018-05-22,1,4,7
1063,"仁","humanity",2018-05-25 17:26:33,2019-06-15,8,1,8
1064,"侮","scorn",2017-11-30 17:20:04,2017-11-30,1,7,7
1065,"使","use",2018-02-01 20:56:44,2018-11-11,8,2,7
1066,"便","convenience",2018-05-25 05:10:41,2018-05-25,1,6,10
1067,"倍","double",2018-03-17 06:36:43,2019-03-27,8,1,6
1068,"優","tenderness(emotional)",2018-01-26 19:10:17,2018-09-24,8,0,7
1069,"伐","fell(timber)",2018-01-26 19:24:47,2018-09-27,8,0,7
1070,"宿","inn",2018-05-25 16:55:47,2019-01-17,8,1,8
1071,"傷","wound",2018-01-15 17:50:58,2018-01-15,1,2,6
1072,"保","protect",2018-05-23 07:11:46,2019-06-01,8,1,8
1073,"褒","praise",2018-01-26 19:30:36,2018-01-26,1,3,7
1074,"傑","greatness",2018-05-20 02:55:18,2018-05-20,1,4,9
1075,"付","adhere",2018-01-26 19:40:15,2018-09-17,8,0,7
1076,"符","token",2018-05-23 07:11:48,2018-07-07,5,4,11
1077,"府","municipality",2018-05-25 16:55:46,2018-05-25,1,3,8
1078,"任","responsibility",2018-06-11 07:03:09,2018-07-11,5,1,9
1079,"賃","fare",2018-01-26 19:03:59,2018-01-26,1,1,6
1080,"代","substitute",2018-02-12 20:40:02,2018-10-25,8,0,7
1081,"袋","sack",2018-06-22 09:23:41,2018-07-18,5,5,14
1082,"貸","lend",2018-05-23 07:11:37,2019-01-25,8,3,10
1083,"化","change",2018-02-13 04:12:22,2019-03-27,8,0,7
1084,"花","flower/はな",2018-02-12 20:46:40,2018-10-01,8,0,7
1085,"貨","freight",2017-12-19 01:27:37,2017-12-19,1,4,7
1086,"傾","lean",2018-06-11 07:03:09,2019-03-01,8,3,10
1087,"何","what/なん/なに",2018-06-11 07:33:51,2018-07-25,5,1,9
1088,"荷","baggage",2018-05-20 02:27:50,2018-08-19,6,1,10
1089,"俊","sagacious",2018-05-31 04:45:17,2019-01-22,8,3,12
1090,"傍","bystander",2018-01-11 20:32:19,2018-01-11,1,5,8
1091,"俺","myself/おれ",2018-01-11 20:59:13,2018-01-11,1,3,6
1092,"久","long time/（ひさ）しぶり",2018-02-13 19:44:10,2018-10-26,8,1,8
1093,"畝","furrow",2018-05-20 02:27:50,2018-05-20,1,5,10
1094,"囚","captured",2018-02-01 20:37:56,2018-11-13,8,0,7
1095,"内","inside",2018-02-15 19:56:34,2018-11-22,8,0,7
1096,"丙","third class",2018-02-23 18:52:56,2018-11-09,8,0,7
1097,"柄","design",2018-02-01 01:51:28,2018-10-03,8,0,7
1098,"肉","meat",2018-01-25 19:33:01,2018-10-21,8,0,7
1099,"腐","rot",2018-01-16 20:28:59,2018-01-16,1,2,6
1100,"座","sit",2017-11-30 17:32:31,2017-11-30,1,4,9
1101,"挫","sprain/esguince",2018-05-20 01:35:35,2018-05-20,1,3,10
1102,"卒","graduate",2018-01-29 17:02:17,2018-01-29,1,2,6
1103,"傘","umbrella/かさ",2018-01-26 19:42:28,2018-11-06,8,0,7
1104,"匁","monme",2018-05-26 05:38:51,2018-09-23,7,2,13
1105,"以","by means of",2018-01-11 20:32:19,2018-01-11,1,2,7
1106,"似","similar",2018-01-11 17:52:17,2018-01-11,1,5,8
1107,"併","join",2018-03-29 17:22:58,2018-03-29,1,2,7
1108,"瓦","tile",2018-03-29 17:22:59,2018-03-29,1,2,8
1109,"瓶","flower pot",2018-05-29 03:31:20,2018-05-29,1,9,13
1110,"宮","Shinto shrine",2018-05-20 02:55:18,2018-05-20,1,2,7
1111,"営","occupation(not profession)",2017-11-30 17:32:31,2017-11-30,1,3,6
1112,"善","virtuous",2018-03-17 06:36:43,2018-03-17,1,3,7
1113,"膳","dining tray",2017-11-30 17:32:31,2017-11-30,1,3,6
1114,"年","year",2018-06-11 06:40:34,2019-02-15,8,3,10
1115,"夜","night",2018-05-29 02:21:30,2019-06-12,8,2,9
1116,"液","fluid",2018-02-02 19:28:32,2018-09-29,8,3,9
1117,"塚","hillock",2017-11-16 15:04:39,2017-11-16,1,5,6
1118,"幣","cash",2018-05-23 07:11:46,2018-05-23,1,3,7
1119,"蔽","cover over",2018-02-06 17:57:27,2018-02-06,1,1,6
1120,"弊","abuse",2018-02-02 19:16:23,2018-10-24,8,1,7
1121,"喚","yell",2018-01-26 19:10:17,2018-10-28,8,0,7
1122,"換","interchange",2018-03-29 17:22:59,2018-03-29,1,2,7
1123,"融","dissolve(not dilute)",2018-05-20 01:35:35,2018-09-15,7,3,9
1124,"施","alms",2018-01-25 19:33:01,2018-09-27,8,0,7
1125,"旋","rotation",2018-02-07 17:48:29,2018-11-16,8,1,8
1126,"遊","play",2018-01-29 16:46:58,2018-10-25,8,0,7
1127,"旅","trip",2018-06-22 09:23:41,2018-07-09,4,5,12
1128,"勿","not",2018-01-26 19:10:18,2018-10-16,8,0,7
1129,"物","thing/もの",2018-01-26 19:24:47,2018-10-07,8,0,7
1130,"易","easy/やさしい",2018-01-25 17:26:18,2018-01-25,1,4,6
1131,"賜","grant (Emperor's cup)",2018-04-13 20:03:26,2018-04-13,1,3,6
1132,"尿","urine",2018-05-25 05:10:39,2018-07-09,5,1,9
1133,"尼","nun",2018-01-26 19:35:01,2018-11-04,8,0,7
1134,"尻","buttocks/おしり",2018-02-13 19:52:35,2018-11-12,8,1,8
1135,"泥","mud",2018-01-26 19:35:01,2018-09-23,8,0,7
1136,"塀","fence",2018-05-22 00:53:38,2018-05-22,1,3,6
1137,"履","footgear",2018-06-20 21:18:38,2018-07-21,5,7,12
1138,"屋","roof",2018-02-02 19:28:32,2018-10-28,8,1,6
1139,"握","grip",2018-01-11 20:27:08,2018-01-11,1,2,7
1140,"屈","yield",2018-02-06 17:57:27,2018-09-25,8,1,6
1141,"掘","dig",2018-05-20 03:53:17,2018-08-10,6,1,10
1142,"堀","ditch/moat/water surrounding a c",2018-03-17 05:38:01,2018-03-17,1,3,8
1143,"居","reside",2018-05-20 03:31:53,2019-05-15,8,2,7
1144,"据","set",2018-05-28 05:26:44,2018-05-28,1,3,8
1145,"裾","hem",2018-01-26 19:14:34,2018-01-26,1,3,6
1146,"層","stratum",2018-01-26 19:24:47,2018-09-16,8,0,7
1147,"局","bureau",2018-03-17 06:36:43,2018-09-11,7,2,11
1148,"遅","slow",2018-05-22 00:16:22,2018-05-22,1,5,9
1149,"漏","leak",2018-05-29 02:21:30,2019-05-23,8,3,10
1150,"刷","printing",2018-06-16 11:59:52,2018-07-17,5,5,13
1151,"尺","shaku",2018-02-05 00:26:44,2018-02-05,1,2,6
1152,"尽","exhaust",2018-05-25 05:10:41,2018-08-14,6,2,10
1153,"沢","swamp(たくさん)(of the dead)",2018-05-21 04:05:13,2019-01-11,8,4,10
1154,"訳","translate",2018-03-17 05:38:01,2018-03-17,1,2,7
1155,"択","choose",2018-05-28 05:15:32,2018-05-28,1,4,6
1156,"昼","daytime/ひる/noon",2018-04-13 20:03:26,2018-12-03,8,1,8
1157,"戸","door",2018-02-01 20:34:48,2018-10-21,8,0,7
